GRID_1K_CD,pop,emp,pc_in
라바1800,3,0,0.0
라바1801,77,47,0.0219
라바1802,60,5,0.0
라바1803,12,3,0.0008
라바1804,48,10,0.002
라바1805,4,0,0.0
라바1806,13,0,0.0
라바1807,15,0,0.0
라바1808,1,0,0.0
라바1809,13,3,0.0
라바1810,0,0,0.0
라바1811,15,3,0.0004
라바1812,1,0,0.0
라바1813,0,0,0.0
라바1814,10,0,0.0
라바1815,4,0,0.0
라바1816,0,0,0.0
라바1817,2,0,0.0
라바1818,81,8,0.0024
라바1819,2,0,0.0
라바1820,0,0,0.0
라바1821,14,3,0.0024
라바1822,1,0,0.0
라바1823,0,0,0.0
라바1824,2,0,0.0
라바1825,9,0,0.0012
라바1826,55,10,0.0004
라바1827,18,3,0.0
라바1828,11,0,0.0008
라바1829,20,24,0.0096
라바1830,43,58,0.0199
라바1831,619,253,0.0895
라바1832,1093,44,0.0092
라바1833,108,0,0.0016
라바1834,18,3,0.0
라바1835,94,13,0.002
라바1836,2,0,0.0
라바1837,49,3,0.0008
라바1838,14,0,0.0032
라바1839,2,0,0.0
라바1840,50,3,0.0044
라바1841,8,0,0.0004
라바1842,1,0,0.0004
라바1843,38,3,0.0004
라바1844,0,0,0.0
라바1845,3,0,0.0
라바1846,45,8,0.0008
라바1847,56,5,0.0012
라바1848,13,0,0.0004
라바1849,0,0,0.0
라바1850,0,0,0.0
라바1851,12,5,0.0008
라바1852,41,11,0.0028
라바1853,61,21,0.0016
라바1854,13,0,0.0
라바1855,0,0,0.0
라바1856,5,0,0.0
라바1857,23,0,0.0008
라바1858,25,5,0.0008
라바1859,56,9,0.0004
라바1860,46,3,0.0012
라바1861,13,0,0.0
라바1862,31,5,0.0016
라바1863,71,5,0.0028
라바1864,7,0,0.0004
라바1865,9,0,0.0
라바1866,84,15,0.0056
라바1867,101,45,0.0191
라바1868,20,3,0.0
라바1869,5,0,0.0004
라바1870,8,0,0.0
라바1871,39,3,0.0008
라바1872,15,22,0.0028
라바1873,7,3,0.0
라바1874,73,15,0.004
라바1875,26,167,0.0637
라바1876,115,5,0.0016
라바1877,0,0,0.0
라바1878,2,0,0.0
라바1879,5,0,0.0004
라바1880,83,25,0.0796
라바1881,161,179,0.0752
라바1882,17,26,0.0151
라바1883,194,19,0.0099
라바1884,7,0,0.0008
라바1885,1,4,0.0
라바1886,0,0,0.0
라바1887,11,0,0.0004
라바1888,124,16,0.0012
라바1889,51,12,0.0012
라바1890,19,0,0.0004
라바1891,0,10,0.0
라바1892,1,11,0.004
라바1893,66,57,0.0247
라바1894,79,5,0.0036
라바1895,55,13,0.0036
라바1896,107,5,0.0024
라바1897,3,0,0.0
라바1898,52,116,0.0008
라바1899,54,3,0.0052
라바1900,129,72,0.0191
라바1901,189,36,0.0072
라바1902,250,110,0.0247
라바1903,9,0,0.0
라바1904,224,137,0.0346
라바1905,0,0,0.0
라바1906,11,0,0.0008
라바1907,12,0,0.0
라바1908,40,3,0.0052
라바1909,0,0,0.0
라바1910,33,3,0.0024
라바1911,7,0,0.0
라바1912,6,0,0.0
라바1913,12,0,0.0
라바1914,53,3,0.0008
라바1915,45,3,0.0
라바1916,0,0,0.0
라바1917,54,3,0.0004
라바1918,82,5,0.0012
라바1919,0,0,0.0
라바1920,0,0,0.0
라바1921,61,18,0.002
라바1922,29,5,0.0004
라바1923,28,0,0.0004
라바1924,3,0,0.0
라바1925,50,5,0.002
라바1926,76,19,0.0072
라바1927,46,16,0.004
라바1928,70,33,0.0155
라바1929,22,129,0.0438
라바1930,195,88,0.0342
라바1931,2865,2743,0.856
라바1932,2325,1572,0.4441
라바1933,194,44,0.0374
라바1934,162,96,0.0354
라바1935,103,9,0.006
라바1936,101,16,0.0056
라바1937,41,11,0.0024
라바1938,133,5,0.0012
라바1939,2,0,0.0004
라바1940,52,3,0.0008
라바1941,0,0,0.0
라바1942,46,7,0.0016
라바1943,1,0,0.0004
라바1944,37,3,0.0
라바1945,18,3,0.0004
라바1946,44,8,0.002
라바1947,38,11,0.004
라바1948,40,5,0.0012
라바1949,31,0,0.0008
라바1950,0,0,0.0
라바1951,15,5,0.0028
라바1952,26,19,0.0096
라바1953,2,0,0.0
라바1954,5,5,0.0012
라바1955,7,4,0.0076
라바1956,24,0,0.0
라바1957,76,5,0.0028
라바1958,31,5,0.0008
라바1959,38,12,0.0076
라바1960,7,0,0.0
라바1961,53,3,0.0024
라바1962,22,0,0.0004
라바1963,4,0,0.0004
라바1964,3,3,0.0004
라바1965,48,3,0.0012
라바1966,17,12,0.0048
라바1967,14,0,0.0004
라바1968,8,0,0.0
라바1969,0,0,0.0
라바1970,7,0,0.0
라바1971,81,3,0.0008
라바1972,1,3,0.0
라바1973,11,0,0.0
라바1974,22,0,0.0008
라바1975,32,3,0.0008
라바1976,90,3,0.0016
라바1977,11,0,0.0
라바1978,0,0,0.0
라바1979,27,5,0.0004
라바1980,30,10,0.0064
라바1981,45,40,0.0255
라바1982,22,22,0.0092
라바1983,76,31,0.004
라바1984,0,0,0.0
라바1985,0,0,0.0
라바1986,0,0,0.0
라바1987,0,0,0.0
라바1988,45,30,0.0072
라바1989,134,53,0.0103
라바1990,62,29,0.0092
라바1991,49,5,0.0032
라바1992,3,0,0.0
라바1993,59,19,0.0044
라바1994,87,122,0.0295
라바1995,80,3,0.002
라바1996,91,3,0.0028
라바1997,3,0,0.0008
라바1998,3,7,0.0028
라바1999,36,18,0.0048
라바2000,117,21,0.0096
라바2001,120,7,0.002
라바2002,50,13,0.0024
라바2003,112,5,0.002
라바2004,124,40,0.006
라바2005,1,0,0.0
라바2006,61,0,0.0012
라바2007,0,0,0.0
라바2008,18,0,0.0016
라바2009,10,13,0.0016
라바2010,24,3,0.0004
라바2011,12,4,0.0012
라바2012,12,0,0.0004
라바2013,9,3,0.0008
라바2014,37,0,0.0028
라바2015,11,0,0.0004
라바2016,37,5,0.0016
라바2017,12,0,0.0004
라바2018,42,5,0.0012
라바2019,35,64,0.0239
라바2020,66,15,0.0032
라바2021,88,49,0.0107
라바2022,476,189,0.0625
라바2023,47,14,0.0072
라바2024,97,304,0.0768
라바2025,170,220,0.0991
라바2026,86,27,0.0068
라바2027,53,119,0.0346
라바2028,128,27,0.006
라바2029,118,331,0.15
라바2030,140,71,0.0768
라바2031,1974,210,0.0561
라바2032,1632,3000,0.5524
라바2033,207,20,0.004
라바2034,82,3,0.0032
라바2035,77,5,0.0036
라바2036,131,5,0.0024
라바2037,0,0,0.0
라바2038,63,58,0.0191
라바2039,82,56,0.0243
라바2040,1,0,0.0
라바2041,35,5,0.0012
라바2042,79,3,0.0024
라바2043,12,0,0.0
라바2044,3,5,0.002
라바2045,6,7,0.0
라바2046,48,11,0.0012
라바2047,21,10,0.0048
라바2048,20,0,0.0008
라바2049,24,0,0.0
라바2050,18,3,0.0004
라바2051,213,54,0.035
라바2052,1,0,0.0004
라바2053,0,0,0.0
라바2054,2,0,0.0
라바2055,17,0,0.0008
라바2056,296,115,0.041
라바2057,55,12,0.0036
라바2058,38,0,0.0012
라바2059,16,9,0.0004
라바2060,50,10,0.0016
라바2061,30,5,0.0
라바2062,20,0,0.0004
라바2063,11,0,0.0
라바2064,0,0,0.0
라바2065,6,0,0.0
라바2066,12,191,0.0736
라바2067,183,10,0.0036
라바2068,80,8,0.0088
라바2069,6,5,0.0012
라바2070,35,9,0.002
라바2071,8,0,0.0008
라바2072,0,0,0.0
라바2073,30,43,0.0151
라바2074,107,14,0.0024
라바2075,20,0,0.0008
라바2076,21,3,0.002
라바2077,99,5,0.0012
라바2078,66,0,0.0004
라바2079,30,5,0.0024
라바2080,58,10,0.0088
라바2081,90,14,0.0032
라바2082,96,72,0.037
라바2083,93,86,0.0219
라바2084,19,7,0.0064
라바2085,0,0,0.0
라바2086,0,0,0.0
라바2087,102,8,0.004
라바2088,181,76,0.047
라바2089,15,3,0.0032
라바2090,156,62,0.0203
라바2091,91,60,0.0239
라바2092,37,69,0.0263
라바2093,3,0,0.0
라바2094,18,5,0.0068
라바2095,80,5,0.0016
라바2096,6,3,0.0
라바2097,0,0,0.0
라바2098,0,0,0.0
라바2099,16,134,0.0279
라바2100,57,14,0.004
라바2101,52,33,0.0088
라바2102,3,0,0.0
라바2103,72,12,0.0024
라바2104,56,0,0.0008
라바2105,8,3,0.0004
라바2106,20,0,0.0012
라바2107,15,0,0.0
라바2108,11,0,0.0004
라바2109,18,0,0.0
라바2110,24,3,0.0028
라바2111,5,0,0.0008
라바2112,53,3,0.0004
라바2113,39,3,0.0
라바2114,26,0,0.0008
라바2115,13,0,0.0
라바2116,104,11,0.0012
라바2117,7,3,0.0024
라바2118,15,5,0.0024
라바2119,55,5,0.0032
라바2120,97,11,0.0012
라바2121,118,39,0.0175
라바2122,31,44,0.0139
라바2123,66,12,0.0028
라바2124,160,75,0.0302
라바2125,45,596,0.1851
라바2126,120,41,0.0123
라바2127,35,5,0.0008
라바2128,115,38,0.0072
라바2129,30,8,0.0
라바2130,122,83,0.0318
라바2131,82,8,0.0028
라바2132,142,102,0.0235
라바2133,66,39,0.0139
라바2134,6,3,0.0008
라바2135,14,3,0.0
라바2136,20,0,0.0008
라바2137,0,0,0.0
라바2138,30,3,0.0
라바2139,36,0,0.0008
라바2140,12,0,0.0
라바2141,39,3,0.002
라바2142,30,17,0.0016
라바2143,35,0,0.0004
라바2144,15,7,0.0
라바2145,2,5,0.0012
라바2146,24,5,0.0
라바2147,33,5,0.0012
라바2148,1,0,0.0008
라바2149,43,9,0.0008
라바2150,50,23,0.0123
라바2151,375,404,0.1027
라바2152,4,0,0.0004
라바2153,0,0,0.0
라바2154,0,0,0.0
라바2155,58,21,0.0024
라바2156,3,0,0.0
라바2157,97,3,0.0016
라바2158,55,5,0.0016
라바2159,27,0,0.0
라바2160,12,0,0.0
라바2161,27,0,0.0
라바2162,61,3,0.0008
라바2163,62,5,0.0012
라바2164,21,0,0.0008
라바2165,0,0,0.0036
라바2166,102,3,0.0016
라바2167,16,0,0.0012
라바2168,35,19,0.0028
라바2169,29,101,0.0219
라바2170,99,12,0.0028
라바2171,3,0,0.0
라바2172,84,63,0.0259
라바2173,127,175,0.031
라바2174,20,0,0.0008
라바2175,0,0,0.0
라바2176,2,0,0.0004
라바2177,0,0,0.0
라바2178,0,0,0.0
라바2179,74,3,0.0016
라바2180,143,41,0.0111
라바2181,14,8,0.0036
라바2182,113,42,0.0167
라바2183,5,8,0.002
라바2184,0,0,0.0
라바2185,0,0,0.0
라바2186,26,45,0.0346
라바2187,125,135,0.0366
라바2188,169,127,0.0585
라바2189,95,158,0.047
라바2190,53,0,0.0056
라바2191,22,5,0.0
라바2192,4,149,0.041
라바2193,21,17,0.0044
라바2194,49,6,0.0024
라바2195,4,116,0.0497
라바2196,0,0,0.0
라바2197,0,0,0.0
라바2198,7,0,0.0004
라바2199,0,0,0.0
라바2200,17,8,0.0016
라바2201,60,5,0.0032
라바2202,5,3,0.0
라바2203,5,3,0.0
라바2204,89,3,0.0012
라바2205,50,3,0.0004
라바2206,14,0,0.0004
라바2207,0,0,0.0
라바2208,14,0,0.0
라바2209,11,0,0.0004
라바2210,18,11,0.0036
라바2211,27,0,0.0012
라바2212,42,0,0.0008
라바2213,32,3,0.0004
라바2214,40,11,0.0024
라바2215,1,0,0.0
라바2216,19,0,0.0004
라바2217,25,0,0.0004
라바2218,5,0,0.0
라바2219,0,0,0.0
라바2220,18,0,0.0004
라바2221,66,3,0.0016
라바2222,91,3,0.0036
라바2223,35,29,0.008
라바2224,51,3,0.0024
라바2225,68,11,0.0016
라바2226,0,0,0.0008
라바2227,95,17,0.0036
라바2228,5,5,0.0004
라바2229,61,3,0.0036
라바2230,1,0,0.0008
라바2231,17,24,0.0139
라바2232,71,24,0.0099
라바2233,129,39,0.0151
라바2234,119,17,0.0036
라바2235,37,0,0.0008
라바2236,131,11,0.0044
라바2237,1,0,0.0
라바2238,4,19,0.0
라바2239,16,0,0.0008
라바2240,49,3,0.0008
라바2241,33,3,0.0004
라바2242,36,18,0.0084
라바2243,3,0,0.0004
라바2244,26,5,0.0
라바2245,87,18,0.0036
라바2246,18,5,0.0004
라바2247,40,8,0.0004
라바2248,11,5,0.0032
라바2249,94,5,0.0016
라바2250,50,6,0.0008
라바2251,43,8,0.008
라바2252,36,5,0.0012
라바2253,77,15,0.0036
라바2254,41,39,0.0171
라바2255,10,0,0.0004
라바2256,20,4,0.0008
라바2257,23,0,0.0008
라바2258,0,0,0.0
라바2259,0,0,0.0
라바2260,20,0,0.0
라바2261,61,0,0.0004
라바2262,3,0,0.0012
라바2263,41,8,0.0008
라바2264,32,3,0.0004
라바2265,29,0,0.0
라바2266,96,15,0.0239
라바2267,83,37,0.0159
라바2268,58,3,0.0012
라바2269,63,0,0.0008
라바2270,126,16,0.0032
라바2271,80,11,0.0016
라바2272,58,18,0.002
라바2273,134,15,0.0036
라바2274,44,5,0.0
라바2275,0,0,0.0
라바2276,35,18,0.0024
라바2277,80,38,0.0143
라바2278,36,5,0.0012
라바2279,104,56,0.0191
라바2280,189,92,0.0501
라바2281,28,608,0.3152
라바2282,26,183,0.0808
라바2283,116,25,0.0107
라바2284,10,18,0.0052
라바2285,56,5,0.0028
라바2286,17,5,0.0016
라바2287,177,106,0.0235
라바2288,87,19,0.0068
라바2289,64,554,0.1763
라바2290,17,402,0.1377
라바2291,1,70,0.0239
라바2292,29,23,0.0096
라바2293,40,0,0.0032
라바2294,267,186,0.0549
라바2295,2,0,0.0
라바2296,21,5,0.0008
라바2297,6,0,0.0004
라바2298,42,16,0.0024
라바2299,60,8,0.002
라바2300,0,0,0.0239
라바2301,86,3,0.0024
라바2302,4,4,0.0004
라바2303,1,0,0.0
라바2304,7,0,0.0008
라바2305,17,3,0.0004
라바2306,17,0,0.0
라바2307,14,0,0.0008
라바2308,11,0,0.0004
라바2309,46,3,0.0215
라바2310,6,11,0.0
라바2311,24,5,0.0004
라바2312,91,12,0.004
라바2313,1,9,0.0032
라바2314,204,102,0.0219
라바2315,6,5,0.0072
라바2316,30,0,0.0
라바2317,12,0,0.0
라바2318,3,0,0.0008
라바2319,1,0,0.0004
라바2320,2,0,0.0
라바2321,0,0,0.0
라바2322,0,0,0.0
라바2323,143,5,0.0032
라바2324,30,90,0.0131
라바2325,72,12,0.0024
라바2326,101,5,0.0036
라바2327,58,11,0.0048
라바2328,63,5,0.0028
라바2329,20,137,0.0402
라바2330,80,261,0.1166
라바2331,23,5,0.0012
라바2332,34,58,0.0052
라바2333,40,3,0.0012
라바2334,57,12,0.002
라바2335,16,4,0.0016
라바2336,0,0,0.0
라바2337,10,0,0.0
라바2338,0,0,0.0
라바2339,40,3,0.0008
라바2340,36,7,0.0008
라바2341,86,24,0.0072
라바2342,16,0,0.0012
라바2343,0,0,0.0
라바2344,0,0,0.0
라바2345,1,5,0.0012
라바2346,24,5,0.0012
라바2347,100,0,0.0024
라바2348,13,5,0.0012
라바2349,52,3,0.0008
라바2350,44,3,0.0008
라바2351,42,5,0.0008
라바2352,74,11,0.0012
라바2353,53,50,0.0064
라바2354,26,0,0.0004
라바2355,31,12,0.004
라바2356,0,0,0.0
라바2357,0,0,0.0
라바2358,32,3,0.0004
라바2359,1,0,0.0
라바2360,52,20,0.0028
라바2361,0,0,0.0004
라바2362,5,0,0.0004
라바2363,33,0,0.0004
라바2364,42,30,0.0119
라바2365,111,43,0.0084
라바2366,115,17,0.0072
라바2367,76,17,0.0032
라바2368,101,24,0.0072
라바2369,87,60,0.0167
라바2370,120,20,0.0048
라바2371,103,3,0.0028
라바2372,5,0,0.0
라바2373,18,6,0.0008
라바2374,3,5,0.0004
라바2375,1,0,0.0
라바2376,67,5,0.002
라바2377,31,5,0.0016
라바2378,129,5,0.0028
라바2379,43,12,0.0096
라바2380,194,29,0.0115
라바2381,59,78,0.0016
라바2382,6,0,0.0004
라바2383,3,16,0.0004
라바2384,49,417,0.1449
라바2385,136,14,0.004
라바2386,79,19,0.002
라바2387,90,37,0.0223
라바2388,76,13,0.0084
라바2389,147,44,0.0076
라바2390,113,88,0.0271
라바2391,92,0,0.002
라바2392,2,0,0.0
라바2393,28,9,0.0028
라바2394,126,47,0.0092
라바2395,32,32,0.0175
라바2396,24,0,0.0004
라바2397,0,0,0.0
라바2398,0,0,0.0
라바2399,18,0,0.0004
라바2400,49,9,0.0024
라바2401,10,21,0.0072
라바2402,7,0,0.0
라바2403,9,3,0.0004
라바2404,13,4,0.0004
라바2405,60,3,0.002
라바2406,61,94,0.0024
라바2407,91,18,0.0044
라바2408,4,7,0.0
라바2409,33,0,0.0016
라바2410,0,0,0.0
라바2411,65,5,0.002
라바2412,17,11,0.0052
라바2413,94,36,0.0072
라바2414,1,0,0.0004
라바2415,10,11,0.0052
라바2416,29,3,0.0012
라바2417,0,0,0.0
라바2418,24,3,0.0004
라바2419,0,0,0.0
라바2420,11,12,0.0008
라바2421,15,0,0.0
라바2422,0,0,0.0
라바2423,49,3,0.0008
라바2424,9,3,0.0016
라바2425,66,29,0.0096
라바2426,5,0,0.0004
라바2427,2,14,0.0036
라바2428,6,18,0.0032
라바2429,8,0,0.0012
라바2430,115,70,0.0199
라바2431,32,7,0.002
라바2432,101,20,0.006
라바2433,0,0,0.0
라바2434,0,0,0.0
라바2435,0,0,0.0004
라바2436,0,0,0.0
라바2437,11,0,0.0
라바2438,21,3,0.0
라바2439,6,0,0.0
라바2440,36,0,0.0008
라바2441,58,14,0.0012
라바2442,76,5,0.0008
라바2443,2,0,0.0
라바2444,8,0,0.0
라바2445,0,0,0.0
라바2446,0,31,0.0004
라바2447,4,0,0.0004
라바2448,84,30,0.0088
라바2449,6,0,0.0
라바2450,55,14,0.0036
라바2451,4,4,0.0004
라바2452,19,3,0.0008
라바2453,94,21,0.0044
라바2454,38,3,0.002
라바2455,8,0,0.0
라바2456,0,0,0.0
라바2457,0,0,0.0
라바2458,0,0,0.0
라바2459,9,0,0.0
라바2460,13,0,0.0
라바2461,12,0,0.0
라바2462,6,0,0.0
라바2463,1,0,0.0
라바2464,29,61,0.0151
라바2465,37,30,0.0155
라바2466,116,106,0.0295
라바2467,15,23,0.0099
라바2468,130,131,0.0633
라바2469,13,16,0.0028
라바2470,54,0,0.0016
라바2471,10,3,0.0
라바2472,42,0,0.0004
라바2473,52,0,0.0008
라바2474,0,0,0.0
라바2475,0,0,0.0
라바2476,8,0,0.0
라바2477,142,8,0.0048
라바2478,103,5,0.0036
라바2479,165,26,0.0088
라바2480,39,3,0.0024
라바2481,42,8,0.0143
라바2482,88,140,0.0287
라바2483,35,22,0.0076
라바2484,32,141,0.0589
라바2485,90,46,0.0076
라바2486,184,59,0.0295
라바2487,23,42,0.0084
라바2488,66,26,0.0143
라바2489,72,216,0.0406
라바2490,68,5,0.0076
라바2491,20,9,0.0052
라바2492,72,384,0.1138
라바2493,84,95,0.0231
라바2494,5,3,0.0
라바2495,0,0,0.0
라바2496,0,0,0.0
라바2497,0,0,0.0
라바2498,0,0,0.0
라바2499,56,3,0.0052
라바2500,113,65,0.0159
라바2501,65,9,0.002
라바2502,28,0,0.0004
라바2503,24,5,0.0
라바2504,16,0,0.0016
라바2505,81,5,0.002
라바2506,13,5,0.0016
라바2507,70,8,0.0008
라바2508,14,124,0.043
라바2509,58,20,0.0044
라바2510,0,8,0.0016
라바2511,44,10,0.0008
라바2512,19,0,0.0004
라바2513,30,8,0.0012
라바2514,123,11,0.0028
라바2515,5,0,0.0004
라바2516,221,81,0.0231
라바2517,3,0,0.0004
라바2518,1,0,0.0004
라바2519,22,0,0.0
라바2520,52,5,0.0004
라바2521,0,0,0.0
라바2522,42,3,0.0004
라바2523,0,0,0.0
라바2524,3,15,0.0
라바2525,2,14,0.0
라바2526,110,186,0.0088
라바2527,0,25,0.0243
라바2528,43,11,0.0004
라바2529,107,43,0.0107
라바2530,169,69,0.0251
라바2531,2,0,0.0
라바2532,0,0,0.0028
라바2533,0,0,0.0
라바2534,0,0,0.0004
라바2535,0,0,0.0
라바2536,80,17,0.0048
라바2537,55,17,0.0044
라바2538,75,14,0.0032
라바2539,13,0,0.0012
라바2540,17,0,0.0008
라바2541,0,16,0.002
라바2542,15,3,0.0008
라바2543,37,13,0.0024
라바2544,29,3,0.0004
라바2545,12,0,0.0004
라바2546,0,0,0.0
라바2547,0,0,0.0
라바2548,43,5,0.0016
라바2549,9,0,0.006
라바2550,3,0,0.0
라바2551,39,11,0.002
라바2552,5,8,0.0
라바2553,67,11,0.0048
라바2554,28,17,0.0016
라바2555,82,13,0.0028
라바2556,9,0,0.0
라바2557,7,0,0.0004
라바2558,15,0,0.0
라바2559,118,3,0.002
라바2560,9,3,0.0004
라바2561,14,0,0.0
라바2562,22,0,0.0004
라바2563,56,3,0.002
라바2564,17,0,0.0
라바2565,260,129,0.0565
라바2566,518,186,0.0553
라바2567,1555,343,0.1552
라바2568,1194,1262,0.4617
라바2569,22,3,0.0012
라바2570,23,3,0.0012
라바2571,3,3,0.0008
라바2572,60,0,0.002
라바2573,0,0,0.0
라바2574,0,0,0.0
라바2575,15,3,0.0016
라바2576,0,0,0.0
라바2577,69,3,0.0012
라바2578,31,25,0.0111
라바2579,39,5,0.0008
라바2580,8,13,0.0032
라바2581,0,5,0.0004
라바2582,32,3,0.0008
라바2583,59,14,0.0088
라바2584,127,171,0.0462
라바2585,175,472,0.2173
라바2586,326,113,0.047
라바2587,16,24,0.0072
라바2588,216,87,0.031
라바2589,20,0,0.0016
라바2590,12,5,0.0004
라바2591,0,0,0.0
라바2592,0,0,0.0
라바2593,66,5,0.0008
라바2594,20,5,0.0
라바2595,0,0,0.0
라바2596,0,0,0.0
라바2597,0,0,0.0
라바2598,8,0,0.0
라바2599,107,191,0.0812
라바2600,0,56,0.0
라바2601,1,0,0.0028
라바2602,3,0,0.0
라바2603,1,0,0.0004
라바2604,0,0,0.0
라바2605,22,3,0.0004
라바2606,23,0,0.0004
라바2607,33,0,0.002
라바2608,28,11,0.0012
라바2609,5,14,0.004
라바2610,10,14,0.0064
라바2611,0,0,0.0
라바2612,4,0,0.0
라바2613,53,5,0.0012
라바2614,87,120,0.0478
라바2615,12,30,0.0123
라바2616,830,489,0.1234
라바2617,168,8,0.0012
라바2618,2,0,0.0
라바2619,16,5,0.0032
라바2620,32,3,0.0004
라바2621,0,0,0.0
라바2622,49,5,0.0008
라바2623,3,0,0.0
라바2624,150,14,0.0044
라바2625,18,41,0.0203
라바2626,84,11,0.0016
라바2627,42,5,0.0016
라바2628,16,5,0.0012
라바2629,27,15,0.0064
라바2630,94,15,0.002
라바2631,36,7,0.0044
라바2632,0,0,0.0107
라바2633,0,69,0.0012
라바2634,8,0,0.0
라바2635,84,14,0.0032
라바2636,21,3,0.0004
라바2637,0,0,0.0
라바2638,10,0,0.0
라바2639,5,0,0.0004
라바2640,0,0,0.0
라바2641,1,0,0.0004
라바2642,43,8,0.002
라바2643,1,0,0.0
라바2644,4,0,0.0
라바2645,0,0,0.0
라바2646,0,0,0.0
라바2647,21,11,0.0016
라바2648,74,5,0.0008
라바2649,0,0,0.0
라바2650,0,0,0.0
라바2651,0,0,0.0
라바2652,0,0,0.0
라바2653,56,5,0.0024
라바2654,32,3,0.0008
라바2655,56,5,0.0032
라바2656,0,0,0.0
라바2657,95,8,0.0024
라바2658,9,11,0.0028
라바2659,125,12,0.0004
라바2660,9,0,0.0
라바2661,1,0,0.0
라바2662,37,5,0.0008
라바2663,9,0,0.0028
라바2664,25,0,0.0
라바2665,79,5,0.002
라바2666,10,3,0.0004
라바2667,2622,3183,0.659
라바2668,1151,1562,0.7363
라바2669,141,4,0.0
라바2670,0,0,0.0
라바2671,82,5,0.0032
라바2672,48,8,0.0088
라바2673,18,5,0.0032
라바2674,38,7,0.0008
라바2675,37,11,0.004
라바2676,1,0,0.0
라바2677,37,22,0.0028
라바2678,34,8,0.0008
라바2679,48,5,0.0012
라바2680,46,12,0.0016
라바2681,44,12,0.0004
라바2682,28,0,0.0008
라바2683,0,0,0.0
라바2684,48,9,0.0076
라바2685,208,233,0.0438
라바2686,1168,684,0.2284
라바2687,91,52,0.033
라바2688,47,39,0.0111
라바2689,68,3,0.002
라바2690,69,3,0.0008
라바2691,13,5,0.0
라바2692,1,0,0.0
라바2693,25,134,0.0088
라바2694,62,3,0.0012
라바2695,36,5,0.0028
라바2696,0,0,0.0
라바2697,0,0,0.0
라바2698,102,8,0.006
라바2699,77,98,0.043
라바2700,0,0,0.0
라바2701,6,0,0.0008
라바2702,2,0,0.0084
라바2703,28,0,0.0016
라바2704,24,16,0.0056
라바2705,86,5,0.0024
라바2706,29,3,0.0004
라바2707,7,19,0.002
라바2708,32,45,0.0231
라바2709,102,8,0.0028
라바2710,10,140,0.0493
라바2711,40,5,0.0036
라바2712,0,0,0.0
라바2713,6,85,0.0103
라바2714,75,134,0.0374
라바2715,57,5,0.004
라바2716,18,3,0.0008
라바2717,4,0,0.0
라바2718,1,0,0.0008
라바2719,0,0,0.0016
라바2720,3,0,0.0008
라바2721,16,0,0.0008
라바2722,17,5,0.0024
라바2723,1,0,0.0004
라바2724,1,17,0.0044
라바2725,72,5,0.0008
라바2726,155,39,0.008
라바2727,94,18,0.0048
라바2728,5,30,0.0111
라바2729,526,520,0.1695
라바2730,1,0,0.0
라바2731,52,95,0.033
라바2732,2,0,0.0004
라바2733,29,9,0.004
라바2734,42,60,0.0271
라바2735,59,30,0.0103
라바2736,0,0,0.0
라바2737,0,0,0.0
라바2738,27,5,0.0
라바2739,11,3,0.0008
라바2740,0,0,0.0
라바2741,0,0,0.0
라바2742,0,0,0.0
라바2743,0,0,0.0
라바2744,5,0,0.0004
라바2745,0,0,0.0
라바2746,0,0,0.0
라바2747,66,26,0.0024
라바2748,0,0,0.0
라바2749,0,0,0.0
라바2750,0,0,0.0
라바2751,0,0,0.0
라바2752,11,20,0.0096
라바2753,53,24,0.0052
라바2754,28,23,0.0024
라바2755,86,38,0.0092
라바2756,26,5,0.0008
라바2757,44,0,0.0016
라바2758,22,5,0.0024
라바2759,65,16,0.004
라바2760,77,5,0.0008
라바2761,19,17,0.0024
라바2762,90,5,0.0016
라바2763,7,0,0.0008
라바2764,0,0,0.0
라바2765,2,0,0.0
라바2766,3,0,0.0
라바2767,72,179,0.0597
라바2768,158,79,0.0346
라바2769,18,66,0.0374
라바2770,23,43,0.0163
라바2771,1,0,0.0
라바2772,78,5,0.002
라바2773,39,0,0.0008
라바2774,54,3,0.0024
라바2775,11,0,0.0
라바2776,36,3,0.0012
라바2777,108,54,0.0155
라바2778,82,3,0.0032
라바2779,49,10,0.0012
라바2780,26,3,0.0
라바2781,63,9,0.0032
라바2782,16,0,0.0
라바2783,13,74,0.0143
라바2784,1,0,0.0
라바2785,120,17,0.0036
라바2786,256,70,0.0295
라바2787,136,73,0.033
라바2788,68,476,0.1492
라바2789,19,16,0.0131
라바2790,6,81,0.0263
라바2791,3,9,0.0008
라바2792,0,0,0.0
라바2793,29,15,0.0032
라바2794,1,40,0.0131
라바2795,56,3,0.002
라바2796,50,0,0.0004
라바2797,0,0,0.0
라바2798,28,8,0.0036
라바2799,6,3,0.0004
라바2800,73,3,0.0012
라바2801,12,8,0.0008
라바2802,19,3,0.0024
라바2803,59,0,0.0004
라바2804,2,3,0.0008
라바2805,15,3,0.0004
라바2806,71,3,0.0004
라바2807,120,25,0.0099
라바2808,157,76,0.0056
라바2809,3,3,0.0036
라바2810,21,311,0.127
라바2811,81,265,0.0955
라바2812,0,9,0.0032
라바2813,1,7,0.0016
라바2814,50,26,0.0251
라바2815,3,15,0.0032
라바2816,29,3,0.0016
라바2817,65,5,0.0008
라바2818,15,12,0.0
라바2819,80,3,0.0036
라바2820,14,6,0.0
라바2821,79,8,0.0016
라바2822,3,3,0.0
