GRID_1K_CD,pop,emp,pc_in
마마6031,4645,716,0.3586
마마6032,1,3,0.002
마마6033,7,5,0.006
마마6034,2,8,0.0004
마마6035,61,8,0.0068
마마6036,115,57,0.0203
마마6037,275,32,0.0111
마마6038,5,0,0.0004
마마6039,2,3,0.0004
마마6040,2,0,0.0004
마마6041,41,8,0.0004
마마6042,28,3,0.0004
마마6043,0,0,0.0
마마6044,0,0,0.0
마마6045,1,158,0.0
마마6046,14,32,0.0219
마마6047,93,399,0.1707
마마6048,28,195,0.113
마마6049,150,66,0.0545
마마6050,304,6,0.0028
마마6051,31,4,0.0004
마마6052,346,8,0.0044
마마6053,56,0,0.0028
마마6054,92,5,0.0052
마마6055,280,49,0.0139
마마6056,173,15,0.004
마마6057,63,15,0.002
마마6058,4,0,0.0
마마6059,1,0,0.0064
마마6060,82,43,0.0119
마마6061,121,356,0.0939
마마6062,9,494,0.2491
마마6063,1,59,0.1337
마마6064,58,189,0.0056
마마6065,245,150,0.031
마마6066,42,14,0.0016
마마6067,116,25,0.0283
마마6068,242,189,0.0135
마마6069,42,149,0.0585
마마6070,84,182,0.035
마마6071,38,8,0.0084
마마6072,10,277,0.1182
마마6073,17,60,0.0283
마마6074,25,111,0.0533
마마6075,118,67,0.0167
마마6076,70,17,0.0028
마마6077,35,35,0.0247
마마6078,819,178,0.0569
마마6079,257,131,0.045
마마6080,477,192,0.0513
마마6081,0,257,0.2559
마마6082,0,0,0.0
마마6083,3,4,0.002
마마6084,0,0,0.0
마마6085,0,0,0.0
마마6086,4,0,0.0
마마6087,5,0,0.0
마마6088,0,3,0.0012
마마6089,0,0,0.0
마마6090,0,0,0.0
마마6091,0,0,0.0
마마6092,0,0,0.0
마마6093,8,0,0.0008
마마6094,40,11,0.0016
마마6095,0,3,0.0
마마6096,0,0,0.0
마마6097,1,3,0.0004
마마6098,12,3,0.0028
마마6099,64,3,0.0008
마마6104,589,343,0.0907
마마6105,805,498,0.164
마마6106,356,43,0.0223
마마6107,88,48,0.0171
마마6108,19,387,0.0931
마마6109,39,93,0.0275
마마6110,178,34,0.0056
마마6111,67,8,0.0028
마마6112,48,0,0.0016
마마6113,1716,254,0.1094
마마6114,7435,1735,0.6694
마마6115,389,416,0.1389
마마6116,172,81,0.0103
마마6117,25,7,0.0048
마마6118,4,0,0.0175
마마6119,0,0,0.0
마마6120,140,5,0.0056
마마6121,0,0,0.0
마마6122,153,86,0.0478
마마6123,15,16,0.0036
마마6124,70,5,0.0044
마마6125,62,11,0.0024
마마6126,33,0,0.0012
마마6127,655,15,0.0175
마마6128,1313,1128,0.4513
마마6129,4469,1497,0.5309
마마6130,4792,1983,0.6758
마마6131,13,973,0.3212
마마6132,0,15,0.0099
마마6133,9,0,0.0
마마6134,4,0,0.0008
마마6135,10,3,0.0
마마6136,85,28,0.0191
마마6137,25,0,0.0004
마마6138,92,15,0.0032
마마6139,236,35,0.0159
마마6140,144,44,0.0088
마마6141,64,245,0.0744
마마6142,127,32,0.0103
마마6143,16,91,0.0187
마마6144,3,0,0.0
마마6145,0,0,0.0
마마6146,14,313,0.1397
마마6147,14,508,0.2706
마마6148,25,163,0.1011
마마6149,282,273,0.166
마마6150,51,3,0.0024
마마6151,95,5,0.0024
마마6152,151,8,0.0028
마마6153,69,9,0.0064
마마6154,338,123,0.0107
마마6155,49,8,0.0008
마마6156,12,3,0.0008
마마6157,15,0,0.0004
마마6158,11,0,0.0
마마6159,139,11,0.0056
마마6160,85,21,0.0056
마마6161,51,906,0.4696
마마6162,151,774,0.3013
마마6163,28,241,0.0024
마마6164,100,12,0.006
마마6165,111,21,0.0052
마마6166,18,76,0.0135
마마6167,195,19,0.008
마마6168,278,17,0.0032
마마6169,200,20,0.0068
마마6170,73,49,0.0267
마마6171,206,92,0.0235
마마6172,57,375,0.121
마마6173,7,16,0.0099
마마6174,35,129,0.0521
마마6175,438,251,0.086
마마6176,178,174,0.0466
마마6177,93,5,0.0032
마마6178,269,3,0.0036
마마6179,117,3,0.0016
마마6180,1001,30,0.0247
마마6181,2,0,0.0004
마마6182,274,55,0.0191
마마6183,60,78,0.0191
마마6184,104,26,0.0096
마마6185,0,0,0.0048
마마6186,0,0,0.0
마마6187,2,5,0.0016
마마6188,1,0,0.0
마마6189,0,0,0.0
마마6190,0,0,0.0
마마6191,0,0,0.0
마마6192,71,42,0.0167
마마6193,13,14,0.0068
마마6194,44,3,0.0004
마마6195,0,0,0.0
마마6196,0,0,0.0
마마6197,0,0,0.0
마마6198,0,0,0.0
마마6199,17,3,0.0004
마마6203,0,0,0.0
마마6204,528,2214,0.0549
마마6205,1352,596,0.281
마마6206,486,47,0.0322
마마6207,68,38,0.0187
마마6208,168,28,0.0147
마마6209,13,0,0.0024
마마6210,74,8,0.0008
마마6211,2,0,0.0
마마6212,45,55,0.039
마마6213,5843,736,0.2662
마마6214,5534,972,0.2857
마마6215,185,186,0.0235
마마6216,4,4,0.002
마마6217,8,20,0.0068
마마6218,482,1571,0.7721
마마6219,1617,433,0.1942
마마6220,109,95,0.0239
마마6221,13,186,0.127
마마6222,1639,144,0.0629
마마6223,135,56,0.0247
마마6224,8,5,0.0004
마마6225,2586,603,0.1918
마마6226,619,54,0.0203
마마6227,7505,2457,1.0375
마마6228,14081,3793,1.7077
마마6229,5575,1282,0.6193
마마6230,9189,1774,0.7999
마마6231,796,14,0.008
마마6232,127,8,0.0032
마마6233,2,0,0.0
마마6234,50,5,0.0016
마마6235,5,0,0.0
마마6236,18,3,0.0004
마마6237,0,0,0.0004
마마6238,57,15,0.0068
마마6239,8,0,0.0
마마6240,15,52,0.0322
마마6241,106,389,0.1043
마마6242,107,343,0.1803
마마6243,113,39,0.0191
마마6244,25,5,0.0016
마마6245,206,315,0.1337
마마6246,177,1474,0.4684
마마6247,166,877,0.3494
마마6248,86,194,0.0999
마마6249,96,115,0.0402
마마6250,73,221,0.0856
마마6251,99,173,0.0163
마마6252,160,127,0.0422
마마6253,319,8,0.002
마마6254,715,467,0.1835
마마6255,729,105,0.0617
마마6256,92,41,0.0056
마마6257,4,3,0.0008
마마6258,0,0,0.0
마마6259,0,171,0.1262
마마6260,17,9,0.0024
마마6261,1,5,0.0
마마6262,10,0,0.0008
마마6263,85,74,0.0123
마마6264,11,0,0.0
마마6265,17,15,0.0032
마마6266,7,0,0.0004
마마6267,9,0,0.0008
마마6268,0,0,0.0
마마6269,0,0,0.0
마마6270,0,0,0.0
마마6271,0,0,0.0004
마마6272,0,0,0.0004
마마6273,4,5,0.0024
마마6274,29,266,0.0991
마마6275,62,250,0.0987
마마6276,4,29,0.0131
마마6277,5,0,0.0
마마6278,120,23,0.0064
마마6279,136,73,0.035
마마6280,72,71,0.0235
마마6281,148,43,0.0183
마마6282,82,81,0.033
마마6283,53,23,0.0183
마마6284,33,29,0.0123
마마6285,22,0,0.0004
마마6286,3,0,0.0119
마마6287,0,0,0.0
마마6288,63,18,0.0068
마마6289,15,0,0.0
마마6290,0,0,0.0
마마6291,361,15,0.008
마마6292,241,36,0.0322
마마6293,124,24,0.0076
마마6294,1,0,0.0
마마6295,0,0,0.0
마마6296,49,3,0.0008
마마6297,17,3,0.0008
마마6298,1,0,0.0
마마6299,0,0,0.0
마마6303,0,0,0.0
마마6304,0,0,0.0
마마6305,0,0,0.0
마마6306,163,86,0.0868
마마6307,461,140,0.0533
마마6308,164,46,0.035
마마6309,104,44,0.0096
마마6310,94,20,0.0056
마마6311,0,0,0.0
마마6312,18,3,0.0024
마마6313,192,165,0.047
마마6314,1115,8,0.0127
마마6315,87,75,0.0434
마마6316,1431,570,0.2762
마마6317,2917,564,0.2754
마마6318,1920,83,0.0227
마마6319,12,34,0.0135
마마6320,12,0,0.0215
마마6321,1,118,0.1453
마마6322,7898,3494,1.2091
마마6323,1170,1160,0.5233
마마6324,44,2129,0.6622
마마6325,35,1583,0.6105
마마6326,60,72,0.0334
마마6327,8548,4378,2.0349
마마6328,19202,3096,1.6592
마마6329,8271,3880,1.3253
마마6330,20439,3738,1.6321
마마6331,3873,2140,1.0841
마마6332,5505,982,0.3665
마마6333,97,17,0.008
마마6334,8,3,0.0004
마마6335,48,5,0.0012
마마6336,26,12,0.0016
마마6337,0,0,0.0
마마6338,156,32,0.0115
마마6339,12,11,0.0147
마마6340,0,0,0.0
마마6341,12,31,0.0227
마마6342,77,1066,0.3876
마마6343,469,892,0.4115
마마6344,112,317,0.1285
마마6345,92,169,0.1226
마마6346,37,426,0.2069
마마6347,3,50,0.0151
마마6348,12,319,0.0446
마마6349,141,5,0.0048
마마6350,64,36,0.0052
마마6351,133,28,0.0092
마마6352,59,15,0.0064
마마6353,133,86,0.0394
마마6354,2134,532,0.1998
마마6355,1326,618,0.1624
마마6356,200,134,0.0314
마마6357,214,119,0.037
마마6358,128,77,0.0414
마마6359,7,8,0.0032
마마6360,0,0,0.0
마마6361,0,4,0.0
마마6362,19,0,0.0004
마마6363,46,0,0.0
마마6364,84,7,0.0024
마마6365,1,0,0.0004
마마6366,0,0,0.0
마마6367,0,0,0.0
마마6368,0,0,0.0
마마6369,0,38,0.0119
마마6370,0,0,0.0
마마6371,3,0,0.0
마마6372,46,0,0.0012
마마6373,0,0,0.0
마마6374,40,398,0.0704
마마6375,15,329,0.121
마마6376,0,32,0.0084
마마6377,13,8,0.0032
마마6378,263,82,0.0386
마마6379,441,117,0.0378
마마6380,5454,819,0.3526
마마6381,96,13,0.0326
마마6382,3172,1945,0.2328
마마6383,5425,1240,0.5496
마마6384,200,441,0.1691
마마6385,103,242,0.0386
마마6386,10,212,0.1122
마마6387,10,11,0.0143
마마6388,66,87,0.0279
마마6389,135,3,0.0036
마마6390,4,3,0.0
마마6391,15,0,0.0016
마마6392,647,50,0.0279
마마6393,549,22,0.0068
마마6394,19,8,0.002
마마6395,344,5,0.0016
마마6396,2,0,0.0
마마6397,7,0,0.0004
마마6398,34,23,0.0008
마마6399,11,0,0.0
마마6404,0,0,0.0
마마6405,9,659,0.5468
마마6406,12,1284,0.2949
마마6407,145,252,0.1262
마마6408,25,83,0.0314
마마6409,10,186,0.0422
마마6410,0,33,0.0
마마6411,0,3,0.0004
마마6412,13,30,0.0028
마마6413,97,48,0.0107
마마6414,40,17,0.0119
마마6415,62,25,0.0135
마마6416,7749,1940,1.0698
마마6417,5710,1181,0.5138
마마6418,65,195,0.078
마마6419,14,8,0.0028
마마6420,67,12,0.0099
마마6421,16,81,0.0223
마마6422,465,1426,0.593
마마6423,6,1329,0.6746
마마6424,748,2272,0.7745
마마6425,6255,1573,0.6459
마마6426,15934,1196,0.6758
마마6427,15155,5445,2.8221
마마6428,13901,14444,6.3672
마마6429,14268,2889,1.6488
마마6430,13033,3503,1.9732
마마6431,2201,4892,2.5697
마마6432,9106,3607,1.373
마마6433,3387,362,0.1445
마마6434,7,16,0.0032
마마6435,24,5,0.0024
마마6436,56,0,0.0032
마마6437,10,0,0.0
마마6438,272,115,0.047
마마6439,16,1508,0.7995
마마6440,23,72,0.0394
마마6441,40,108,0.0159
마마6442,22,1567,0.7279
마마6443,186,2187,0.7303
마마6444,189,1017,0.4246
마마6445,89,122,0.0621
마마6446,118,1047,0.517
마마6447,874,275,0.1285
마마6448,173,133,0.0724
마마6449,546,443,0.1329
마마6450,187,90,0.0442
마마6451,187,56,0.0183
마마6452,114,31,0.0119
마마6453,495,49,0.0111
마마6454,477,45,0.0179
마마6455,856,140,0.072
마마6456,237,154,0.0637
마마6457,76,18,0.0056
마마6458,0,0,0.0
마마6459,0,0,0.0
마마6460,0,0,0.0
마마6461,315,0,0.0
마마6462,25,0,0.0
마마6463,0,0,0.0
마마6464,5,0,0.0004
마마6465,113,11,0.0012
마마6466,1,0,0.0
마마6467,3,0,0.0
마마6468,2,0,0.0
마마6469,0,0,0.0
마마6470,0,0,0.0
마마6471,0,0,0.0
마마6472,0,0,0.0
마마6473,0,0,0.0
마마6474,0,0,0.0004
마마6475,0,0,0.0
마마6476,36,5,0.0024
마마6477,34,0,0.0012
마마6478,783,334,0.0927
마마6479,27,34,0.0123
마마6480,5102,1603,2.2828
마마6481,976,1220,0.5285
마마6482,749,656,0.7717
마마6483,4758,914,0.3912
마마6484,331,609,0.2233
마마6485,43,38,0.0115
마마6486,32,3,0.0028
마마6487,3329,346,0.0092
마마6488,2960,882,0.2722
마마6489,122,44,0.0119
마마6490,3464,169,0.0398
마마6491,10,0,0.0008
마마6492,293,21,0.0092
마마6493,662,14,0.0048
마마6494,185,23,0.008
마마6495,38,153,0.0454
마마6496,2,24,0.008
마마6497,82,8,0.0068
마마6498,55,115,0.0637
마마6499,4,127,0.0728
마마6505,0,0,0.0
마마6506,413,39,0.0398
마마6507,700,581,0.1938
마마6508,43,85,0.0557
마마6509,190,45,0.0279
마마6510,1,0,0.0
마마6511,0,0,0.0
마마6512,41,24,0.0088
마마6513,167,232,0.0732
마마6514,51,69,0.0231
마마6515,26,305,0.1154
마마6516,41,431,0.1839
마마6517,16,13,0.0243
마마6518,40,96,0.0637
마마6519,62,521,0.2674
마마6520,86,571,0.1779
마마6521,38,1849,0.4414
마마6522,2,817,0.3574
마마6523,0,1958,1.096
마마6524,22,1029,0.4716
마마6525,67,59,0.0784
마마6526,12134,1193,0.5249
마마6527,30630,6713,2.8567
마마6528,13672,14982,7.0358
마마6529,6977,5761,2.8997
마마6530,14216,5762,2.9534
마마6531,11157,3027,1.0777
마마6532,1146,899,0.4804
마마6533,876,1190,0.351
마마6534,23,0,0.0036
마마6535,24,5,0.0004
마마6536,4,3,0.0008
마마6537,78,5,0.0024
마마6538,5560,529,0.2372
마마6539,13772,1089,0.4513
마마6540,686,199,0.0621
마마6541,27,3,0.002
마마6542,84,1294,0.5894
마마6543,5820,1087,0.3502
마마6544,140,1242,0.5333
마마6545,54,1348,0.5822
마마6546,607,757,0.3773
마마6547,2051,853,0.3427
마마6548,977,723,0.2499
마마6549,196,642,0.2814
마마6550,264,14,0.0084
마마6551,169,11,0.0139
마마6552,425,5,0.0032
마마6553,520,15,0.0107
마마6554,385,30,0.006
마마6555,504,278,0.0884
마마6556,49,73,0.0338
마마6557,0,0,0.0
마마6558,0,0,0.0
마마6559,4,0,0.0
마마6560,9,0,0.0
마마6561,0,0,0.0
마마6562,0,0,0.0
마마6563,0,0,0.0
마마6564,3,0,0.0
마마6565,8,5,0.0004
마마6566,2,0,0.0
마마6567,0,0,0.0
마마6568,0,0,0.0
마마6569,0,0,0.0
마마6570,0,0,0.0
마마6571,0,0,0.0
마마6572,0,0,0.0
마마6573,26,3,0.0016
마마6574,71,8,0.0044
마마6575,33,22,0.0088
마마6576,12,0,0.0
마마6577,363,210,0.0621
마마6578,594,308,0.1174
마마6579,38,5,0.002
마마6580,10263,3501,1.5422
마마6581,2807,3881,1.5668
마마6582,6432,3678,1.3137
마마6583,3417,1216,0.6332
마마6584,14,66,0.006
마마6585,96,98,0.0386
마마6586,92,113,0.0748
마마6587,3289,384,0.1556
마마6588,3666,659,0.2432
마마6589,1798,398,0.1914
마마6590,6513,1328,0.386
마마6591,1609,927,0.3498
마마6592,3285,528,0.2865
마마6593,178,253,0.1035
마마6594,131,46,0.0167
마마6595,93,143,0.0255
마마6596,35,21,0.0056
마마6597,12,173,0.0943
마마6598,74,41,0.0183
마마6599,33,413,0.1385
마마6606,0,0,0.0
마마6607,165,194,0.0557
마마6608,998,133,0.0792
마마6609,25,15,0.0024
마마6610,7,3,0.0
마마6611,326,21,0.0096
마마6612,50,23,0.0103
마마6613,69,81,0.0314
마마6614,35,555,0.148
마마6615,0,1493,0.7713
마마6616,2,2141,0.8947
마마6617,10,1963,1.4542
마마6618,0,2333,0.0044
마마6619,0,911,0.3128
마마6620,13,1645,0.7032
마마6621,6,784,0.3482
마마6622,0,208,0.0533
마마6623,0,1544,0.8676
마마6624,0,664,0.3669
마마6625,1819,1929,0.9906
마마6626,7852,2337,1.3014
마마6627,9397,1578,0.9173
마마6628,11018,15566,8.9008
마마6629,15367,4301,2.044
마마6630,11766,4481,2.1168
마마6631,18408,5207,2.5773
마마6632,7617,1408,0.6885
마마6633,3103,1929,0.5436
마마6634,334,132,0.0478
마마6635,41,154,0.0517
마마6636,32,30,0.0032
마마6637,144,158,0.0541
마마6638,13481,1614,0.6929
마마6639,1274,257,0.1055
마마6640,1553,531,0.1739
마마6641,1324,290,0.1325
마마6642,4692,692,0.3092
마마6643,1594,270,0.2133
마마6644,628,154,0.0716
마마6645,49,18,0.0048
마마6646,14,326,0.0629
마마6647,19,3,0.0012
마마6648,156,284,0.1023
마마6649,12,526,0.2117
마마6650,0,0,0.0
마마6651,21,3,0.0004
마마6652,23,0,0.0004
마마6653,14,0,0.0052
마마6654,109,3,0.0024
마마6655,434,3,0.0032
마마6656,0,0,0.0
마마6657,0,0,0.0
마마6658,0,0,0.0
마마6659,0,0,0.0
마마6660,42,5,0.0
마마6661,0,0,0.0
마마6662,0,0,0.0
마마6663,0,0,0.0
마마6664,0,0,0.0
마마6665,0,0,0.0
마마6666,0,0,0.0
마마6667,0,0,0.0
마마6668,0,0,0.0
마마6669,4,7,0.0016
마마6670,0,0,0.0
마마6671,0,0,0.0
마마6672,0,0,0.0
마마6673,7,0,0.0004
마마6674,52,8,0.0072
마마6675,151,68,0.0231
마마6676,195,109,0.0748
마마6677,68,89,0.0517
마마6678,3159,657,0.3749
마마6679,10853,1969,0.9058
마마6680,6138,3222,1.3885
마마6681,7322,9408,4.2723
마마6682,10528,2753,1.2091
마마6683,5574,887,0.4195
마마6684,8507,1566,0.6372
마마6685,1122,257,0.16
마마6686,238,1106,0.8775
마마6687,223,416,0.2511
마마6688,216,253,0.0907
마마6689,89,377,0.0649
마마6690,488,8,0.0036
마마6691,5944,1738,0.675
마마6692,2069,682,0.2893
마마6693,218,208,0.0808
마마6694,223,87,0.031
마마6695,166,345,0.1425
마마6696,17,171,0.0899
마마6697,169,65,0.0322
마마6698,41,16,0.0028
마마6699,16,3,0.0004
마마6707,36,3,0.002
마마6708,409,117,0.0398
마마6709,8,19,0.004
마마6710,23,8,0.0048
마마6711,2410,1034,0.3025
마마6712,362,67,0.0326
마마6713,3,370,0.0541
마마6714,0,1512,0.6837
마마6715,0,731,0.4609
마마6716,0,2106,0.7406
마마6717,0,2088,1.7491
마마6718,0,0,0.0
마마6719,0,67,0.0004
마마6720,4,1539,0.7434
마마6721,6,451,0.1234
마마6722,0,433,0.2149
마마6723,0,253,0.1707
마마6724,3,426,0.1441
마마6725,4,3831,1.8522
마마6726,157,2650,1.375
마마6727,937,2300,0.786
마마6728,5566,8682,3.571
마마6729,10666,4649,1.7642
마마6730,16535,2818,1.2083
마마6731,13690,3641,1.9159
마마6732,8948,1630,0.7796
마마6733,8020,1688,0.6431
마마6734,460,308,0.1138
마마6735,80,184,0.0696
마마6736,103,153,0.0509
마마6737,127,154,0.078
마마6738,7206,4046,1.7324
마마6739,8865,1518,0.7653
마마6740,16761,2090,0.7128
마마6741,9721,1033,0.4481
마마6742,21,1141,0.4776
마마6743,2,3,0.0016
마마6744,20,492,0.2121
마마6745,29,8,0.0016
마마6746,4,5,0.0008
마마6747,0,0,0.0
마마6748,199,0,0.0004
마마6749,2,119,0.0267
마마6750,0,0,0.0
마마6751,0,0,0.0
마마6752,4,3,0.0008
마마6753,38,5,0.0016
마마6754,1,0,0.0
마마6755,0,0,0.0
마마6756,2,3,0.0
마마6757,5,32,0.0115
마마6758,0,0,0.0
마마6759,11,3,0.0008
마마6760,2,3,0.0
마마6761,45,3,0.0004
마마6762,10,3,0.0004
마마6763,0,0,0.0
마마6764,0,0,0.0
마마6765,0,0,0.0
마마6766,0,0,0.0
마마6767,0,0,0.0
마마6768,0,0,0.0
마마6769,0,3,0.0004
마마6770,4,0,0.0004
마마6771,4,3,0.0
마마6772,0,0,0.0
마마6773,5,3,0.0016
마마6774,99,67,0.0271
마마6775,89,41,0.0171
마마6776,718,382,0.1341
마마6777,979,333,0.1158
마마6778,977,1829,0.909
마마6779,1721,2329,1.3356
마마6780,3546,2925,1.3444
마마6781,9820,9635,4.3276
마마6782,9964,6796,3.5046
마마6783,7829,4380,3.0027
마마6784,7749,3855,1.1366
마마6785,8237,2140,0.8652
마마6786,2057,478,0.2738
마마6787,514,104,0.0318
마마6788,18,0,0.0004
마마6789,84,87,0.0374
마마6790,49,20,0.0076
마마6791,155,730,0.0605
마마6792,7,0,0.0008
마마6793,240,31,0.0167
마마6794,56,74,0.0271
마마6795,51,3,0.0016
마마6796,0,0,0.0012
마마6797,32,11,0.0036
마마6798,53,112,0.0466
마마6799,0,0,0.0
마마6808,433,237,0.0462
마마6809,184,91,0.0275
마마6810,3,3,0.0056
마마6811,0,0,0.0
마마6812,6,0,0.0004
마마6813,0,901,0.0107
마마6814,0,93,0.0872
마마6815,0,1204,1.1195
마마6816,0,1255,0.2615
마마6817,0,543,0.1739
마마6818,0,15,0.037
마마6819,0,67,0.0
마마6820,0,1039,0.8051
마마6821,1,1072,0.2026
마마6822,3,1212,0.7156
마마6823,3,558,0.0641
마마6824,0,33,0.0
마마6825,0,1003,0.9189
마마6826,0,1135,0.6392
마마6827,6,1645,0.3076
마마6828,27,173,0.3805
마마6829,3746,212,0.0963
마마6830,7822,3765,1.535
마마6831,977,4036,1.4271
마마6832,166,3937,1.7049
마마6833,3668,5067,2.1618
마마6834,10289,1484,0.6738
마마6835,5090,1664,0.4748
마마6836,225,429,0.1588
마마6837,3378,665,0.2583
마마6838,4706,1452,0.5588
마마6839,14501,2293,0.8115
마마6840,3979,3738,1.5525
마마6841,269,1075,0.4059
마마6842,0,0,0.0
마마6843,0,0,0.0
마마6844,0,0,0.0
마마6845,0,0,0.0
마마6846,0,0,0.0
마마6847,0,0,0.0
마마6848,0,0,0.0
마마6849,0,0,0.0
마마6850,0,0,0.0
마마6851,0,6,0.004
마마6852,0,11,0.0
마마6853,8,3,0.0012
마마6854,10,3,0.0008
마마6855,9,5,0.0
마마6856,2,0,0.0
마마6857,59,5,0.0012
마마6858,0,0,0.0008
마마6859,48,3,0.0024
마마6860,9,3,0.0004
마마6861,0,0,0.0
마마6862,0,0,0.0
마마6863,0,0,0.0
마마6864,0,0,0.0
마마6865,0,0,0.0
마마6866,0,0,0.0
마마6867,0,0,0.0
마마6868,0,0,0.0
마마6869,0,0,0.0
마마6870,0,0,0.0
마마6871,4,9,0.0028
마마6872,0,0,0.0
마마6873,152,36,0.0119
마마6874,27,835,0.349
마마6875,37,966,0.5619
마마6876,140,1079,0.5118
마마6877,1134,2367,0.8867
마마6878,880,2540,1.0996
마마6879,122,3565,1.9553
마마6880,45,1915,1.5637
마마6881,8908,5797,1.7989
마마6882,12183,4377,2.3373
마마6883,7976,6304,3.1591
마마6884,5213,6358,2.6155
마마6885,6144,2710,1.7197
마마6886,17579,4105,1.5374
마마6887,15751,2084,0.8469
마마6888,8,39,0.0187
마마6889,48,38,0.0076
마마6890,966,316,0.1469
마마6891,39,231,0.0633
마마6892,9,3,0.0004
마마6893,181,30,0.0096
마마6894,102,29,0.0147
마마6895,0,29,0.008
마마6896,56,3,0.0016
마마6897,13,66,0.0525
마마6898,47,229,0.0772
마마6899,0,0,0.0
마마6908,8,11,0.0012
마마6909,0,0,0.0
마마6913,0,0,0.0
마마6914,2,7,0.0072
마마6915,0,0,0.0
마마6916,0,331,0.386
마마6917,0,202,0.0223
마마6918,0,210,0.0374
마마6919,0,312,0.0899
마마6920,6,1654,0.4712
마마6921,0,124,0.1325
마마6922,0,124,0.0609
마마6923,0,447,0.5345
마마6924,281,625,0.5986
마마6925,62,1600,0.2738
마마6926,1,766,0.2288
마마6927,0,133,0.7211
마마6928,0,684,0.0
마마6929,0,10,0.0
마마6930,366,893,0.4441
마마6931,549,5733,2.3134
마마6932,60,4503,2.0802
마마6933,5978,2888,1.7571
마마6934,7315,1817,0.8381
마마6935,12336,835,0.2408
마마6936,1232,140,0.0537
마마6937,56,3,0.006
마마6938,12,8,0.004
마마6939,5,992,0.3315
마마6940,4,83,0.0689
마마6941,7,9,0.0016
마마6942,0,8,0.002
마마6943,10,17,0.0107
마마6944,9,240,0.0243
마마6945,3,0,0.0617
마마6946,0,0,0.0
마마6947,0,0,0.0
마마6948,0,104,0.0179
마마6949,9,0,0.0
마마6950,37,42,0.0187
마마6951,4,0,0.0
마마6952,2,0,0.0
마마6953,0,0,0.0
마마6954,0,0,0.0
마마6955,14,0,0.0076
마마6956,62,8,0.0008
마마6957,5,0,0.0004
마마6958,0,0,0.0
마마6959,9,0,0.0
마마6960,0,0,0.0
마마6961,0,0,0.0
마마6962,0,0,0.0
마마6963,0,0,0.0
마마6964,0,0,0.0
마마6965,0,0,0.0
마마6966,1,3,0.0004
마마6967,0,0,0.0
마마6968,0,0,0.0
마마6969,314,5,0.0016
마마6970,0,0,0.0
마마6971,38,37,0.0123
마마6972,8,5,0.002
마마6973,0,64,0.037
마마6974,1,1338,0.5922
마마6975,27,714,0.3518
마마6976,2,550,0.4342
마마6977,12,1472,0.8541
마마6978,287,1952,1.4144
마마6979,32,13884,3.2734
마마6980,7,41,0.0231
마마6981,0,0,0.0
마마6982,1915,555,0.1982
마마6983,3271,825,0.4159
마마6984,518,172,0.0482
마마6985,180,360,0.1715
마마6986,2560,2234,0.8994
마마6987,12608,2159,1.0192
마마6988,7154,3152,1.1609
마마6989,8408,3499,1.268
마마6990,687,320,0.1138
마마6991,212,213,0.0012
마마6992,75,50,0.0191
마마6993,18,28,0.0155
마마6994,37,35,0.0048
마마6995,21,5,0.0008
마마6996,1,0,0.0
마마6997,40,99,0.0621
마마6998,2,44,0.0084
마마6999,84,46,0.0215
마마7016,0,0,0.0
마마7017,0,0,0.0
마마7018,0,0,0.0
마마7019,0,0,0.0
